FIPS,STATE,NNC,NNR,NNN,NNA,NMC,NMR,NMN,NMA,CNC,CNR,CNN,CNA,CMC,CMR,CMN,CMA
17177,Illinois,-70.22807528,0,79.08324072,37.26529045,105.7813413,156.8552824,190.1565557,171.2878692,70.70039732,134.2920017,256.2786305,194.394576,270.0727767,300.1053637,396.7998156,348.9400046
17179,Illinois,-66.19681159,0,82.12307267,39.09197741,135.6181761,179.8119299,209.5536428,192.7850567,239.3047649,293.1734805,379.7685879,335.3275316,430.1108188,463.3352639,561.876368,512.9491655
17181,Illinois,-25.34625226,0,51.66870734,25.55012984,197.8482406,218.3782348,242.8687656,229.9899285,387.2462779,411.851086,471.7756366,441.7643903,572.793764,598.6845708,753.4970301,678.171177
17183,Illinois,-60.2547508,0,74.74873186,35.58153929,10.84912286,69.29672326,107.0241634,85.61330204,242.6548845,294.0913209,377.7125919,334.8318351,328.2095573,370.3504167,461.6532198,415.6546868
17185,Illinois,-36.78184474,0,60.50336386,29.50285757,426.8299179,477.5580278,522.8174926,498.2678116,340.4784167,359.8533608,425.1724085,392.8956054,716.7616432,766.1838033,966.2043745,867.9464451
17187,Illinois,-68.7595636,0,82.0395448,38.89815282,40.259462,102.3496107,134.6974771,115.6380388,222.3251501,278.1467642,368.702908,322.2589702,341.8241375,373.7447791,486.713279,430.9839665
17189,Illinois,-31.97499454,0,55.3261532,27.07553592,173.5841403,201.2680815,231.0526634,215.2307445,367.8874487,389.1202097,449.4303059,419.4327713,536.6866585,560.9820356,706.6467758,635.7756956
17191,Illinois,-35.45920748,0,56.52230572,27.49730734,86.9569918,112.0144962,149.7609197,130.2969202,364.3222753,384.4943117,446.3658501,415.6860086,470.4318247,531.6521081,593.7562773,560.5610167
17193,Illinois,-37.7549708,0,60.72485026,29.5617435,107.6211471,150.5781249,173.4627368,160.0358269,364.0775973,388.0443212,455.3424644,421.8531214,495.5032345,552.9633131,623.2717833,586.3852593
17195,Illinois,-63.75591186,0,77.61268033,36.8749664,63.17107026,122.6327689,154.9420496,136.054976,151.8373289,188.3832737,297.4183213,243.2934037,292.2107697,320.9817669,375.5458671,347.8462529
17197,Illinois,-57.31941426,0,74.19704246,35.46482137,282.8630845,345.5812014,389.5156011,364.8953192,195.542966,246.341163,333.7843839,289.11884,501.6956079,542.8269541,635.1738649,588.7366723
17199,Illinois,-25.16564226,0,49.3966804,24.37190654,151.3833457,172.7798292,190.2517803,180.6684026,386.5696719,408.5606067,468.7058496,438.7424994,534.1859021,562.3616521,695.7246338,630.4913039
17201,Illinois,-65.0355366,0,77.23903866,36.60450679,335.7027707,382.4981812,413.0166077,395.7253125,115.7014051,177.6106251,291.0507193,233.3399072,492.6344307,530.5697057,621.3130613,575.8276067
17203,Illinois,-68.38801086,0,80.91697567,38.33255054,84.05581933,172.9263909,202.80642,183.3548277,213.8972323,242.2844856,326.5522065,284.7134112,391.5951412,421.6671342,515.390499,468.9448913
18001,Indiana,-52.5598296,0,73.58617746,46.27247501,360.1858515,433.5008803,347.1170361,374.15148,249.4369737,299.3011569,382.27046,356.8660011,657.148652,685.1104123,703.9505017,705.3751632
18003,Indiana,-54.701997,0,73.93330186,46.78543385,334.9340243,398.2703801,447.911217,433.8247729,212.9818767,261.9866739,346.5927315,320.5601619,555.3369565,609.7584908,710.5676995,684.6333577
18005,Indiana,-47.34979094,0,64.92356126,40.91282409,185.3523889,240.3033186,292.0168194,275.3046687,248.3102799,270.481043,338.8676039,319.4472042,505.319904,548.5615085,632.9141197,611.6720894
18007,Indiana,-63.80357366,0,76.02497407,47.82139402,267.1025087,314.3794299,347.4476982,338.1874263,213.7212077,265.0469565,352.2246403,325.4341321,517.6725081,550.0154481,628.7664231,610.0594551
18009,Indiana,-52.44384646,0,72.20986454,46.14748842,112.4764588,179.2270485,269.2342671,239.6616914,235.3079813,216.1108369,263.6963513,252.6884658,499.6293559,498.5805159,474.499811,488.6832252
18011,Indiana,-54.98396347,0,73.47524393,47.70856477,393.4753462,459.7944489,512.000002,499.1623026,197.5242257,243.9314043,323.7500027,300.3114617,585.5768782,656.9643237,770.5028211,741.6716471
18015,Indiana,-63.43979393,0,79.97859933,51.53263308,494.2994822,556.0714015,587.7216901,582.7190512,209.4784599,251.9124238,335.6898318,311.2006396,698.1694589,776.4422279,914.3509123,879.3171629
