FIPS,STATE,NNC,NNR,NNN,NNA,NMC,NMR,NMN,NMA,CNC,CNR,CNN,CNA,CMC,CMR,CMN,CMA
18109,Indiana,-59.03,0.00,80.24,0.45,221.71,295.92,387.91,294.26,297.40,455.75,585.17,435.43,585.95,754.82,848.41,722.01
18111,Indiana,-59.00,0.00,79.19,0.19,249.01,332.20,433.08,329.77,234.39,397.26,544.96,380.02,578.01,729.84,897.00,721.16
18113,Indiana,-60.25,0.00,76.78,-0.83,282.21,285.64,346.44,299.74,237.22,388.06,538.49,375.51,759.37,781.32,816.62,782.86
18115,Indiana,-56.74,0.00,73.48,-0.48,111.81,172.00,247.09,170.77,461.69,609.10,721.88,588.25,686.26,763.05,875.92,765.76
18117,Indiana,-61.15,0.00,79.39,-0.47,841.17,908.35,964.23,899.97,435.53,601.76,711.25,573.81,1101.00,1253.92,1441.01,1249.87
18119,Indiana,-55.63,0.00,72.73,-0.30,313.69,381.06,450.88,376.12,383.27,532.14,639.96,509.56,753.23,872.68,974.15,858.32
18121,Indiana,-63.06,0.00,82.18,-0.41,460.15,515.65,619.72,523.25,429.50,587.11,721.20,568.21,923.85,1023.69,1185.88,1031.09
18123,Indiana,-48.61,0.00,65.37,0.19,159.29,120.58,98.42,127.93,451.15,576.36,695.25,564.44,505.42,641.73,730.92,618.67
18125,Indiana,-54.17,0.00,71.58,-0.10,161.57,224.18,303.08,223.10,455.76,607.21,715.68,583.94,675.37,817.93,934.39,799.62
18127,Indiana,-56.74,0.00,78.53,0.78,450.85,438.05,459.93,447.80,229.19,381.34,537.42,369.77,770.97,892.19,905.60,855.15
18129,Indiana,-60.77,0.00,80.27,-0.12,299.22,368.55,454.16,366.91,506.33,686.77,793.50,653.40,891.25,1010.09,1143.82,1004.02
18131,Indiana,-37.33,0.00,72.15,5.65,286.42,380.16,468.90,371.17,224.29,344.96,504.40,344.72,602.22,757.94,717.71,695.95
18133,Indiana,-63.41,0.00,84.24,-0.01,310.62,393.27,487.90,389.45,385.48,547.49,680.53,526.86,770.00,913.67,1014.69,891.12
18135,Indiana,-65.69,0.00,85.17,-0.53,137.96,217.37,314.41,215.24,392.49,564.44,705.44,542.49,576.90,733.21,886.38,719.53
18137,Indiana,-58.63,0.00,75.67,-0.56,448.99,503.75,590.88,507.35,375.58,530.36,641.79,506.72,878.70,983.79,1082.70,973.57
18139,Indiana,-69.64,0.00,84.53,-2.01,334.14,425.41,517.50,418.08,366.20,535.18,676.03,514.19,764.82,908.76,1044.33,894.78
18141,Indiana,-55.11,0.00,77.46,1.06,255.60,287.67,413.56,308.55,218.32,339.23,510.83,341.96,728.36,649.98,745.18,699.97
18143,Indiana,-55.09,0.00,71.87,-0.34,133.34,193.95,269.94,192.80,482.66,638.77,741.56,612.52,687.24,821.78,933.80,805.03
18145,Indiana,-61.32,0.00,82.09,0.15,160.18,238.56,335.53,236.75,420.01,579.46,716.83,560.77,624.43,829.32,905.09,780.04
18147,Indiana,-52.76,0.00,70.80,0.17,529.33,520.65,565.57,534.81,516.87,669.54,770.21,643.90,1066.02,1170.92,1304.50,1169.46
18149,Indiana,-31.35,0.00,65.24,5.91,254.64,341.38,427.20,333.99,225.78,340.62,487.59,339.20,522.77,681.66,709.94,635.80
18151,Indiana,-58.36,0.00,74.40,-0.79,563.26,550.91,573.51,560.69,189.32,322.97,480.62,317.96,743.02,786.74,921.51,805.97
18153,Indiana,-63.19,0.00,82.33,-0.41,336.25,412.43,483.92,404.97,542.56,708.77,824.69,682.44,795.35,1003.80,990.43,930.98
18155,Indiana,-58.05,0.00,74.46,-0.68,641.17,647.77,681.00,653.90,459.34,608.35,721.24,587.00,1017.79,1130.14,1274.90,1129.00
18157,Indiana,-63.73,0.00,81.37,-0.83,246.00,332.41,434.38,329.18,270.82,437.03,587.70,419.42,611.59,790.30,920.82,763.47
18159,Indiana,-71.16,0.00,89.60,-1.25,134.03,219.34,324.48,217.27,207.22,390.34,556.20,370.90,402.15,614.37,797.04,589.45
18161,Indiana,-72.12,0.00,91.04,-1.20,165.64,247.44,344.72,244.57,318.80,526.38,666.78,492.41,541.82,796.94,954.25,751.37
18163,Indiana,-58.94,0.00,77.68,-0.16,161.45,227.51,310.75,226.37,507.71,681.01,791.23,650.89,743.97,910.85,1012.85,880.81
18165,Indiana,-66.20,0.00,86.64,-0.34,156.05,235.09,333.12,233.33,421.62,589.31,722.46,566.81,620.51,836.09,948.89,792.53
18167,Indiana,-55.47,0.00,73.96,0.06,630.98,686.96,697.67,670.99,371.69,511.33,629.42,494.40,893.49,993.19,1178.40,1006.41
18169,Indiana,-65.01,0.00,81.94,-1.12,347.66,321.91,314.92,328.74,256.34,423.36,577.66,406.39,687.26,847.75,834.47,790.93
18171,Indiana,-65.60,0.00,83.33,-0.96,517.17,568.63,618.73,564.04,281.47,458.17,601.49,435.22,797.01,894.15,1114.59,917.05
18173,Indiana,-51.57,0.00,68.59,0.01,792.43,800.09,668.43,764.52,493.45,643.75,746.33,619.38,1152.30,1267.15,1383.12,1257.96
18175,Indiana,-54.68,0.00,71.61,-0.27,406.98,457.33,418.96,430.93,471.44,622.81,722.86,597.45,944.70,1042.13,1070.80,1016.85
18177,Indiana,-59.35,0.00,79.34,0.12,526.62,464.30,539.86,504.02,268.71,434.03,572.67,413.70,807.31,920.61,1055.50,916.68
18179,Indiana,-68.44,0.00,85.59,-1.35,257.13,302.34,354.64,300.39,300.54,484.94,632.33,460.45,686.01,770.85,915.96,778.96
18181,Indiana,-58.85,0.00,83.10,1.22,215.24,307.42,421.64,305.34,217.49,377.91,539.98,365.09,537.42,706.02,851.76,686.38
18183,Indiana,-63.68,0.00,80.47,-1.04,621.87,427.60,444.26,496.52,255.54,420.38,571.56,403.36,903.93,942.22,996.08,942.97
19001,Iowa,-68.51,0.00,85.04,6.17,295.31,375.52,479.34,383.51,314.36,498.43,641.01,499.57,692.92,826.45,1000.01,839.87
19003,Iowa,-64.19,0.00,79.62,5.77,449.15,469.93,613.92,493.04,323.08,498.66,629.03,498.73,752.06,850.99,1070.73,877.31
19005,Iowa,-81.65,0.00,98.77,6.89,388.31,484.48,517.01,477.54,49.95,232.69,427.42,243.37,491.24,686.78,908.01,700.53
19007,Iowa,-51.32,0.00,66.20,5.07,234.97,301.73,388.32,308.41,361.51,495.01,612.77,498.42,696.71,790.81,877.29,793.84
19009,Iowa,-82.86,0.00,98.60,6.70,349.45,407.11,445.23,406.29,288.41,501.87,661.16,502.11,697.46,868.74,1047.23,878.03
19011,Iowa,-77.02,0.00,94.08,6.66,197.68,285.21,386.63,291.79,170.05,354.47,525.37,360.65,466.61,650.45,853.02,662.40
19013,Iowa,-70.90,0.00,88.27,6.43,290.41,387.22,509.12,396.24,100.64,244.21,423.56,257.34,488.49,613.15,799.31,630.02
19015,Iowa,-56.51,0.00,86.94,8.11,271.54,363.24,473.66,370.89,177.41,335.53,502.43,344.49,551.76,690.36,880.81,706.15
19017,Iowa,-72.38,0.00,89.75,6.50,203.27,298.58,413.23,306.50,59.37,196.47,379.94,211.20,319.64,496.84,702.40,510.21
19019,Iowa,-68.26,0.00,85.56,6.30,133.75,218.63,324.08,226.29,85.30,220.67,397.10,234.36,274.68,442.04,632.51,454.01
19021,Iowa,-80.83,0.00,98.70,6.98,210.55,310.29,426.79,317.96,81.20,252.64,457.88,266.72,393.45,559.05,788.26,578.21
19023,Iowa,-52.42,0.00,87.51,8.75,162.98,252.29,362.12,260.15,90.09,227.53,401.78,240.56,349.74,488.85,674.77,503.76
19025,Iowa,-74.00,0.00,91.46,6.59,307.38,398.45,500.44,404.66,160.90,334.26,503.00,341.53,563.97,710.02,875.85,720.40
19027,Iowa,-75.71,0.00,93.29,6.69,277.51,372.86,456.68,375.24,182.63,359.57,534.15,367.41,568.96,731.16,919.40,743.41
19029,Iowa,-71.18,0.00,86.85,6.14,231.55,311.06,402.58,316.93,300.52,506.40,644.43,503.82,600.94,744.23,898.85,752.96
19031,Iowa,-80.92,0.00,99.27,7.07,244.30,333.56,437.51,340.37,203.29,417.48,591.90,420.33,538.55,750.93,967.30,761.56
19033,Iowa,-54.13,0.00,87.94,8.60,212.36,305.43,417.89,313.26,40.15,169.56,350.36,184.84,308.46,474.07,667.72,486.84
19035,Iowa,-97.10,0.00,114.81,7.72,319.50,431.81,502.65,429.60,105.81,330.85,559.31,341.97,517.16,703.24,1000.08,731.83
19037,Iowa,-64.26,0.00,85.74,6.86,203.92,294.08,403.29,301.71,35.12,160.52,339.67,176.03,285.22,448.73,652.45,463.59
19039,Iowa,-53.53,0.00,68.60,5.21,648.21,655.21,670.46,657.02,348.07,494.49,612.46,496.21,962.62,1027.72,1074.08,1027.39
19041,Iowa,-82.29,0.00,100.13,7.05,276.74,379.05,407.89,370.62,66.69,235.96,443.70,250.78,443.35,614.70,769.74,619.77
19043,Iowa,-84.23,0.00,100.96,6.94,189.26,283.84,393.61,290.99,67.20,257.53,453.64,267.45,314.83,534.59,776.67,548.86
19045,Iowa,-80.34,0.00,98.81,7.07,167.42,253.27,354.44,260.03,190.70,400.46,574.74,403.88,422.12,658.10,835.10,658.52
19047,Iowa,-80.81,0.00,98.49,6.95,162.72,253.54,358.78,260.37,235.69,453.78,630.98,456.61,478.20,708.42,883.89,709.33
19049,Iowa,-68.32,0.00,86.40,6.44,304.43,399.30,500.73,404.91,222.21,386.30,547.82,393.50,632.49,783.90,959.92,795.39
19051,Iowa,-54.16,0.00,69.85,5.35,628.51,645.29,602.61,635.39,381.23,523.15,648.50,526.80,1032.43,1048.41,1103.17,1056.12
19053,Iowa,-53.81,0.00,68.93,5.23,433.87,346.82,476.60,381.72,362.78,506.57,627.38,509.15,837.01,952.88,1027.83,950.94
19055,Iowa,-76.21,0.00,93.12,6.60,180.09,270.32,376.78,277.45,69.78,230.51,414.06,242.11,305.11,500.83,699.52,510.50
19057,Iowa,-68.43,0.00,86.46,6.44,457.16,543.94,520.21,528.14,325.29,517.29,663.40,518.01,843.77,976.57,1150.76,990.21
19059,Iowa,-79.97,0.00,97.73,6.93,487.45,374.17,435.96,400.34,37.89,184.38,388.51,201.57,581.99,702.05,806.22,704.80
19061,Iowa,-81.89,0.00,98.15,6.75,324.82,415.62,526.94,423.55,96.52,290.08,473.47,297.29,494.92,663.72,915.94,686.59
19063,Iowa,-62.37,0.00,93.99,8.59,517.81,476.65,524.23,490.67,27.39,167.77,369.58,185.36,579.00,688.88,939.72,719.34
19065,Iowa,-72.37,0.00,89.60,6.48,169.02,258.33,367.46,266.07,29.73,168.16,360.60,184.32,250.79,428.30,627.58,440.50
19067,Iowa,-54.73,0.00,88.37,8.60,200.05,292.44,404.39,300.27,56.74,189.49,367.67,203.85,334.74,486.00,674.34,499.73
19069,Iowa,-53.67,0.00,87.53,8.59,175.45,266.69,377.66,274.49,75.23,208.69,386.98,222.97,311.22,481.85,687.96,496.19
19071,Iowa,-72.34,0.00,90.96,6.72,405.15,457.17,456.22,450.08,427.80,648.49,781.29,643.00,845.06,980.46,1193.51,1000.74
19073,Iowa,-54.67,0.00,87.05,8.37,234.53,326.69,438.76,334.57,194.61,354.88,522.60,363.70,541.48,680.50,841.18,690.88
19075,Iowa,-86.46,0.00,104.16,7.22,342.69,447.96,474.48,438.72,84.56,277.92,479.72,288.46,495.59,659.76,876.70,676.91
19077,Iowa,-68.21,0.00,85.26,6.25,235.91,319.89,420.52,326.81,247.10,417.35,572.07,422.51,583.06,727.93,913.09,741.93
19079,Iowa,-53.91,0.00,85.42,8.18,118.11,197.21,297.09,204.64,145.30,294.57,460.30,304.50,327.49,505.49,678.25,512.86
19081,Iowa,-74.53,0.00,91.90,6.60,193.58,289.63,403.15,297.25,53.53,199.35,386.51,213.58,312.36,490.37,696.54,503.74
19083,Iowa,-72.04,0.00,88.86,6.39,234.10,322.36,425.91,329.23,121.01,282.88,449.78,291.34,445.37,584.08,825.59,609.03
19085,Iowa,-75.54,0.00,94.40,6.92,179.38,263.80,364.75,270.71,321.00,542.96,696.70,541.06,576.40,766.26,976.31,778.75
19087,Iowa,-64.78,0.00,82.29,6.17,290.14,374.96,475.16,381.69,333.23,511.04,651.86,512.70,718.67,870.19,1019.18,876.81
19089,Iowa,-54.06,0.00,84.82,8.05,171.95,258.79,364.36,266.21,-83.34,0.46,205.51,26.16,101.62,241.94,472.09,264.63
19091,Iowa,-70.94,0.00,92.76,7.23,389.97,401.34,429.80,404.94,103.25,266.03,445.55,276.64,569.73,706.13,933.00,728.75
19093,Iowa,-87.82,0.00,106.67,7.49,328.75,431.88,470.85,425.16,179.48,398.45,601.72,405.86,575.86,752.62,1013.32,775.96
19095,Iowa,-73.96,0.00,89.95,6.33,217.44,299.72,397.08,306.27,247.07,435.24,588.92,437.83,558.49,725.32,925.68,739.14
19097,Iowa,-78.37,0.00,95.09,6.66,359.11,445.65,559.35,454.57,156.80,351.14,522.40,356.06,587.56,751.56,965.62,768.21
19099,Iowa,-78.97,0.00,96.55,6.85,183.44,270.96,373.38,277.72,224.18,429.53,594.35,431.83,505.43,685.41,887.35,697.76
19101,Iowa,-59.92,0.00,76.66,5.81,385.29,458.18,545.67,464.21,361.56,528.03,659.26,529.47,809.77,909.36,1080.48,926.86
19103,Iowa,-70.97,0.00,88.38,6.44,292.47,375.91,492.01,385.67,288.98,481.62,630.15,482.69,669.81,842.90,1020.08,851.72
19105,Iowa,-77.31,0.00,94.46,6.69,242.76,329.27,429.95,335.86,146.08,331.57,506.96,338.41,474.94,675.07,863.19,682.26
19107,Iowa,-65.15,0.00,82.20,6.11,203.42,281.69,376.55,288.32,311.79,490.10,627.57,491.09,608.82,777.49,923.03,781.21
19109,Iowa,-75.09,0.00,95.34,7.14,125.03,212.97,321.12,220.71,55.90,210.79,405.21,225.12,244.19,428.29,630.31,440.10
19111,Iowa,-62.91,0.00,80.53,6.10,570.47,421.27,448.84,446.07,362.33,538.61,677.31,540.09,971.24,1096.70,1173.70,1093.85
19113,Iowa,-71.38,0.00,87.86,6.29,143.23,227.06,329.55,234.33,170.71,333.87,503.76,342.70,373.97,573.78,761.80,580.99
19115,Iowa,-67.01,0.00,85.09,6.38,411.22,493.32,412.39,467.86,342.22,532.15,673.76,532.33,832.60,997.90,1081.19,990.88
19117,Iowa,-55.04,0.00,70.50,5.35,583.78,609.36,582.81,601.19,345.87,495.56,619.78,497.97,891.61,994.45,1106.07,1000.83
19119,Iowa,-102.86,0.00,121.93,8.23,201.38,313.58,440.28,321.43,72.06,307.73,545.22,319.06,379.00,622.01,899.20,639.50
19121,Iowa,-66.80,0.00,83.55,6.13,655.96,706.71,845.07,724.82,301.80,481.54,620.38,482.58,919.97,1060.59,1234.97,1073.22
19123,Iowa,-67.78,0.00,84.03,6.08,298.99,383.17,487.55,390.73,299.22,480.26,618.53,481.03,690.69,835.00,1010.12,847.28
19125,Iowa,-65.35,0.00,82.84,6.20,596.58,611.27,677.19,621.16,323.57,507.65,645.22,507.89,888.40,1021.84,1194.32,1035.09
19127,Iowa,-84.66,0.00,101.87,7.05,280.30,377.67,483.20,383.68,147.22,352.56,536.93,358.38,500.17,715.78,948.18,728.86
19129,Iowa,-71.88,0.00,90.06,6.62,393.31,438.10,448.72,434.05,397.09,618.42,748.84,612.42,803.92,943.63,1146.58,961.51
19131,Iowa,-78.17,0.00,94.36,6.56,302.65,396.37,508.05,403.97,-4.03,149.99,346.94,164.90,379.28,540.14,782.27,562.25
19133,Iowa,-78.14,0.00,97.01,7.04,245.62,333.81,434.88,340.24,341.53,562.34,718.34,561.00,661.74,845.74,1038.36,855.88
19135,Iowa,-53.81,0.00,69.49,5.33,715.43,766.39,786.13,763.16,349.16,492.50,614.68,495.39,1069.83,1063.82,1146.40,1079.46
19137,Iowa,-71.98,0.00,88.89,6.40,593.04,630.56,649.29,628.93,367.76,581.54,717.33,577.51,932.23,1073.45,1269.40,1089.88
19139,Iowa,-74.10,0.00,92.44,6.76,446.64,550.56,518.98,531.07,314.23,522.31,672.72,521.66,824.25,988.08,1136.21,992.90
19141,Iowa,-100.43,0.00,117.88,7.82,291.11,406.46,458.04,400.39,56.35,279.41,520.19,293.01,439.00,632.25,929.73,660.00
19143,Iowa,-86.72,0.00,105.17,7.36,373.63,489.18,448.23,466.46,29.98,202.94,423.84,219.63,506.81,655.23,841.18,668.90
19145,Iowa,-67.73,0.00,85.25,6.31,297.61,375.62,366.86,363.67,397.51,595.64,724.66,592.47,767.04,930.52,1050.33,930.31
19147,Iowa,-77.40,0.00,95.24,6.82,283.04,382.61,500.17,390.49,76.27,233.04,429.41,247.47,462.63,598.02,836.95,622.95
19149,Iowa,-98.15,0.00,118.61,8.26,134.19,241.81,367.21,250.03,194.20,436.18,656.02,443.50,440.42,681.61,968.59,701.10
19151,Iowa,-78.73,0.00,95.98,6.78,223.09,316.00,423.86,323.02,95.99,270.80,458.18,281.22,415.56,568.70,784.79,587.16
19153,Iowa,-66.92,0.00,84.86,6.35,503.48,566.84,675.67,577.97,237.47,408.43,562.61,413.40,748.67,872.05,1099.70,896.55
19155,Iowa,-75.44,0.00,93.61,6.79,132.62,212.95,309.83,219.67,338.25,561.59,708.90,558.36,558.74,758.25,922.22,761.18
19157,Iowa,-77.71,0.00,95.03,6.74,219.16,305.48,410.51,312.87,199.71,398.05,564.98,401.67,508.58,722.84,919.24,729.63
19159,Iowa,-57.14,0.00,72.37,5.41,457.21,372.29,493.31,405.33,368.03,522.20,648.38,524.37,815.96,937.46,1068.44,944.84
19161,Iowa,-80.20,0.00,97.09,6.78,230.73,324.58,432.46,331.48,146.93,334.52,517.85,342.52,476.43,637.66,876.82,659.19
19163,Iowa,-83.08,0.00,101.59,7.21,397.20,489.50,568.41,491.40,227.14,450.21,624.67,451.89,712.85,910.35,1122.68,922.24
19165,Iowa,-79.73,0.00,97.42,6.90,257.42,347.91,371.45,340.11,273.89,497.87,660.35,497.28,600.98,790.06,1001.48,802.90
19167,Iowa,-103.76,0.00,122.06,8.13,161.14,276.73,406.86,284.74,106.77,349.11,581.13,358.57,382.00,630.84,928.51,651.23
19169,Iowa,-67.71,0.00,84.91,6.25,195.14,280.57,384.02,287.80,171.34,326.89,488.37,335.22,467.63,602.51,798.84,619.85
19171,Iowa,-81.80,0.00,100.05,7.10,175.14,267.30,375.32,274.45,139.77,340.72,529.00,347.83,365.50,599.43,796.89,603.80
19173,Iowa,-59.77,0.00,75.18,5.56,391.02,409.40,389.39,403.36,375.19,543.82,665.20,543.21,780.23,900.11,1061.33,913.14
19175,Iowa,-62.95,0.00,78.62,5.75,211.53,285.30,373.59,291.35,341.65,514.05,640.40,513.83,637.70,759.32,909.18,770.07
19177,Iowa,-56.68,0.00,73.07,5.59,409.21,379.21,429.75,392.28,390.71,543.25,671.78,546.06,873.99,979.99,1082.03,984.23
19179,Iowa,-59.52,0.00,76.04,5.75,493.15,451.56,520.51,469.48,367.09,532.70,661.94,533.90,893.21,1010.43,1150.41,1019.99
19181,Iowa,-66.11,0.00,83.41,6.19,464.20,536.86,577.16,534.44,310.62,491.27,626.66,491.57,801.80,914.91,1105.79,934.16
19183,Iowa,-69.03,0.00,87.14,6.48,272.96,360.93,475.48,369.82,315.99,506.69,653.75,507.76,686.55,872.96,999.09,870.83
19185,Iowa,-53.48,0.00,68.64,5.22,200.54,266.02,345.43,271.58,356.68,500.40,621.17,502.99,570.83,721.38,743.44,705.32
19187,Iowa,-56.00,0.00,90.35,8.79,188.04,278.15,386.39,285.62,136.22,295.17,469.22,305.30,427.83,566.23,761.48,582.90
19189,Iowa,-72.83,0.00,92.66,6.96,274.32,370.09,484.70,377.95,28.32,173.67,363.88,188.52,393.51,545.35,762.17,564.11
19191,Iowa,-78.00,0.00,94.34,6.58,241.30,333.99,441.70,341.01,-13.27,144.09,345.14,159.29,262.93,463.12,695.12,478.18
19193,Iowa,-83.30,0.00,103.14,7.45,143.28,236.40,347.42,243.97,269.37,490.93,671.49,493.91,502.23,723.80,883.97,723.11
19195,Iowa,-78.76,0.00,95.63,6.71,426.25,523.49,566.65,518.31,-1.43,161.25,360.02,175.33,488.64,622.28,883.59,651.46
19197,Iowa,-54.92,0.00,88.81,8.65,176.86,245.76,327.16,251.22,88.75,228.71,409.04,242.50,542.39,674.50,723.99,665.83
20001,Kansas,-31.33,0.00,44.50,3.43,59.32,92.86,140.89,96.40,576.26,742.97,792.32,711.90,676.91,862.57,796.41,798.86
20003,Kansas,-10.32,0.00,71.03,15.19,135.87,145.91,177.20,151.40,527.13,652.99,747.39,643.30,952.22,1001.60,857.08,953.53
20005,Kansas,-50.24,0.00,61.41,2.41,-22.26,16.02,65.28,18.53,416.52,586.24,714.82,573.37,750.55,851.05,768.11,804.67
20007,Kansas,-79.74,0.00,101.07,4.16,240.49,306.75,399.04,311.67,844.10,988.86,1117.01,981.22,1148.65,1322.82,1513.11,1321.98
20009,Kansas,-147.21,0.00,201.08,10.98,739.65,774.36,884.25,790.65,1006.23,1221.49,1417.52,1211.80,1544.90,1720.62,1947.65,1727.46
20011,Kansas,-30.80,0.00,44.96,3.66,128.95,161.34,213.29,165.98,477.89,586.09,693.62,584.03,630.53,885.21,781.59,795.01
20013,Kansas,-62.73,0.00,80.01,3.70,233.27,255.92,346.05,271.74,524.83,707.87,809.19,684.89,864.93,968.19,1116.25,976.14
20015,Kansas,-38.61,0.00,39.65,0.46,238.43,255.16,294.08,260.53,597.14,726.05,839.53,719.97,1082.78,1104.74,1200.80,1120.91
20017,Kansas,2.18,0.00,68.98,17.91,197.04,223.42,253.41,224.36,578.25,691.43,828.58,695.15,1044.13,1073.67,1143.79,1081.86
20019,Kansas,-31.11,0.00,42.70,3.06,561.97,546.66,519.12,543.69,595.43,805.80,814.60,753.85,1021.49,1032.00,1123.66,1050.11
20021,Kansas,-34.53,0.00,47.46,3.20,329.66,374.74,391.89,367.34,564.77,733.04,830.97,713.08,1023.16,1110.20,1135.98,1092.90
20023,Kansas,-248.97,0.00,315.71,12.12,254.92,518.04,759.89,507.98,999.44,1210.66,1359.60,1190.28,1403.18,1647.51,1892.06,1640.81
20025,Kansas,-116.51,0.00,131.08,1.92,82.50,243.25,426.39,245.96,1170.27,1248.02,1270.54,1231.54,1374.63,1465.61,1382.79,1420.20
20027,Kansas,-57.87,0.00,80.29,5.00,449.76,458.80,514.06,469.36,599.88,755.21,934.62,757.84,1217.91,1325.68,1483.71,1334.22
20029,Kansas,-61.31,0.00,79.90,4.04,547.79,520.48,564.51,537.46,695.27,832.63,986.49,833.57,1107.54,1175.76,1320.68,1191.46
20031,Kansas,-22.52,0.00,41.68,5.05,13.59,40.77,80.23,44.03,567.20,668.78,771.35,667.14,596.98,743.65,811.05,722.04
20033,Kansas,-96.35,0.00,104.02,0.55,466.67,563.47,707.13,572.36,898.51,1000.72,975.09,966.97,1499.96,1457.63,1410.97,1454.66
20035,Kansas,67.30,0.00,72.10,35.07,129.03,150.81,191.45,155.51,595.26,704.72,827.33,705.79,1039.39,1063.35,1006.38,1042.50
20037,Kansas,-32.31,0.00,45.13,3.33,49.60,82.00,128.46,85.48,486.39,598.03,709.58,596.05,554.08,687.16,756.69,669.54
20039,Kansas,-125.14,0.00,154.92,6.01,99.58,218.50,358.56,222.14,1039.80,1206.19,1401.65,1209.25,1161.76,1319.96,1579.17,1340.14
20041,Kansas,-45.64,0.00,63.04,4.17,249.42,279.42,318.28,281.27,609.54,743.78,880.65,741.80,1099.03,1167.51,1251.40,1168.76
20043,Kansas,-62.94,0.00,77.87,3.18,137.37,204.73,285.46,207.10,499.15,704.52,787.89,671.64,767.31,863.59,971.60,863.96
20045,Kansas,-40.30,0.00,55.36,3.48,166.92,187.82,260.41,200.00,415.60,579.90,697.43,565.77,943.50,1003.61,1046.95,997.37
20047,Kansas,-96.94,0.00,201.07,23.29,368.22,500.49,663.88,504.91,1053.42,1210.94,1383.85,1209.95,1370.48,1589.81,1825.51,1587.47
20049,Kansas,-36.37,0.00,36.84,0.16,458.51,285.49,345.48,343.74,521.41,714.89,799.45,685.35,970.09,1041.16,1114.80,1039.44
20051,Kansas,-86.97,0.00,119.55,7.20,781.95,767.54,879.33,797.19,989.84,1128.07,1284.78,1129.12,1628.73,1797.41,2063.46,1815.67
20053,Kansas,-49.47,0.00,69.43,4.92,130.23,175.48,239.72,179.91,754.41,859.70,1013.67,869.13,1056.97,1181.93,1294.15,1175.80
20055,Kansas,-135.48,0.00,238.32,22.17,512.64,638.77,951.81,680.02,1037.52,1235.96,1324.20,1204.05,1631.17,1868.35,2079.43,1854.85
20057,Kansas,-119.26,0.00,238.92,26.84,1000.68,1092.18,1301.76,1117.05,1132.98,1275.81,1356.30,1256.48,2064.20,2266.89,2457.07,2256.82
20059,Kansas,53.31,0.00,15.46,17.81,147.27,171.31,207.13,174.07,455.94,552.68,681.29,558.51,928.16,948.18,899.13,930.26
20061,Kansas,-54.41,0.00,65.31,2.50,529.53,464.83,512.01,492.34,534.79,718.80,848.66,702.59,1130.98,1201.23,1357.24,1219.23
20063,Kansas,-135.91,0.00,181.31,9.35,623.61,686.18,808.96,698.88,1256.08,1445.85,1585.96,1429.08,1688.02,1896.88,2132.08,1897.18
20065,Kansas,-122.63,0.00,156.47,7.02,469.60,563.74,673.81,565.86,1064.27,1249.24,1434.26,1245.02,1435.68,1629.06,1898.79,1642.27
20067,Kansas,-183.73,0.00,256.66,14.61,148.56,344.81,608.41,357.28,1373.60,1511.40,1534.01,1478.95,1699.20,1858.68,1943.39,1834.95
20069,Kansas,-160.64,0.00,265.30,22.66,714.71,841.23,1020.46,850.43,1143.35,1295.22,1365.53,1271.13,1896.69,2152.56,2373.57,2136.59
20071,Kansas,-182.99,0.00,218.92,6.08,87.44,273.83,466.00,272.15,1230.51,1390.62,1589.71,1395.24,1554.41,1741.64,1890.68,1726.78
20073,Kansas,-26.70,0.00,26.42,0.16,149.43,165.12,193.65,168.27,524.61,671.95,773.01,658.16,950.27,999.54,1091.37,1007.80
20077,Kansas,-61.30,0.00,75.91,3.14,308.62,343.38,440.20,357.63,832.63,939.83,1019.88,930.62,1079.46,1151.31,1308.26,1169.07
20079,Kansas,9.22,0.00,58.81,16.78,187.16,233.93,287.06,234.74,764.05,903.17,917.72,870.14,1097.83,1147.36,1261.07,1160.30
20081,Kansas,-137.65,0.00,254.12,25.92,994.73,1133.17,1419.08,1164.43,1257.95,1420.82,1373.45,1365.68,2305.18,2462.72,2154.81,2344.75
20083,Kansas,-111.31,0.00,123.11,1.43,112.76,268.08,409.45,262.23,1048.96,1182.95,1356.84,1188.63,1278.61,1425.21,1614.24,1430.87
20085,Kansas,-19.71,0.00,98.13,19.08,77.02,113.56,168.13,117.76,476.48,601.26,768.55,609.16,856.77,917.28,831.48,880.38
20087,Kansas,-48.39,0.00,62.70,3.14,34.35,54.15,136.57,69.15,374.51,543.51,685.40,534.03,800.52,903.65,893.68,873.90
20089,Kansas,-95.88,0.00,103.54,0.80,168.07,247.24,343.13,249.99,741.79,872.38,994.67,867.28,972.71,1103.34,1310.64,1118.14
20091,Kansas,-58.47,0.00,13.48,-10.81,18.73,47.58,91.10,51.37,422.88,522.85,659.64,530.05,510.33,685.99,747.73,655.77
20093,Kansas,-133.88,0.00,136.26,-1.73,137.03,308.50,531.37,317.39,1027.98,1184.89,1159.07,1136.42,1343.54,1517.45,1363.64,1433.47
20095,Kansas,-46.52,0.00,67.11,4.32,9.18,68.73,153.26,73.79,407.64,549.22,779.12,567.38,627.10,718.48,913.11,740.62
20097,Kansas,-92.18,0.00,194.28,22.82,83.25,252.23,467.93,260.24,1096.01,1245.35,1413.48,1245.16,1229.63,1420.23,1660.12,1426.43
20099,Kansas,-29.55,0.00,43.44,3.61,446.83,412.33,406.88,419.73,561.58,659.46,750.78,656.01,1080.04,1088.45,1141.47,1097.73
