FIPS,STATE,NNC,NNR,NNN,NNA,NMC,NMR,NMN,NMA,CNC,CNR,CNN,CNA,CMC,CMR,CMN,CMA
20101,Kansas,-137.89,0.00,191.77,11.27,137.79,317.64,486.35,312.19,1003.10,1146.37,1306.29,1146.59,1277.77,1419.40,1603.18,1425.24
20103,Kansas,77.97,0.00,68.77,36.93,326.64,314.30,423.23,343.63,416.24,534.84,682.15,539.76,968.49,1026.87,1119.28,1033.03
20105,Kansas,-59.04,0.00,80.46,5.03,108.35,161.50,233.11,165.62,841.58,944.37,1041.12,940.50,1026.18,1157.65,1288.29,1154.23
20107,Kansas,-27.70,0.00,36.59,2.64,147.09,160.00,186.85,163.76,537.41,639.74,742.27,638.07,921.91,961.72,884.95,932.44
20109,Kansas,-167.78,0.00,216.81,9.68,617.22,735.33,900.77,743.98,1301.01,1505.18,1657.69,1487.53,1833.05,2018.02,2213.67,2014.62
20111,Kansas,-34.11,0.00,47.04,3.42,96.70,121.83,160.21,125.24,556.30,665.21,780.18,664.71,929.54,968.36,905.20,942.48
20113,Kansas,-60.93,0.00,65.81,0.59,254.23,297.55,358.96,301.01,585.75,822.55,906.78,781.48,1076.41,1186.52,1322.61,1189.29
20115,Kansas,-35.08,0.00,51.14,4.18,156.81,180.64,217.04,183.83,629.31,728.20,859.45,734.04,1008.08,1071.06,1065.71,1052.72
20117,Kansas,-58.40,0.00,61.36,0.38,65.44,112.14,175.22,115.69,436.99,666.23,726.56,621.86,754.73,857.57,889.99,838.21
20119,Kansas,-90.51,0.00,163.17,15.92,554.74,650.84,823.60,666.46,1020.72,1177.43,1305.39,1166.02,1587.38,1776.80,2013.64,1782.05
20121,Kansas,12.37,0.00,-25.61,-2.26,12.95,32.72,68.35,36.90,497.29,644.34,741.31,629.81,593.87,707.28,782.33,695.93
20123,Kansas,-71.90,0.00,99.95,6.15,660.60,652.43,718.09,669.49,826.08,956.76,1068.26,949.04,1295.61,1411.97,1614.97,1428.93
20125,Kansas,-29.42,0.00,42.90,3.39,217.10,272.82,279.95,260.50,454.05,570.19,683.31,567.36,826.24,961.06,861.03,901.82
20127,Kansas,-35.39,0.00,50.13,3.95,139.26,164.13,199.89,167.02,556.58,661.17,781.01,663.05,913.20,973.18,938.00,948.74
20129,Kansas,-151.36,0.00,209.20,11.47,154.27,337.62,538.16,338.30,1445.18,1534.82,1529.42,1507.84,1719.39,1839.08,1800.47,1795.99
20131,Kansas,-47.05,0.00,62.18,3.37,71.43,119.94,184.69,123.34,411.16,543.55,706.74,548.46,674.02,849.20,849.69,803.81
20133,Kansas,-30.86,0.00,44.36,3.52,153.87,167.47,222.89,177.71,551.29,693.38,773.16,675.93,689.27,959.31,835.37,860.24
20135,Kansas,-146.84,0.00,130.44,-5.44,44.89,141.12,264.08,146.46,1102.01,1243.97,1445.65,1254.54,1182.75,1326.17,1539.25,1338.95
20137,Kansas,-125.41,0.00,157.60,6.59,117.05,235.20,376.64,239.34,982.90,1166.19,1375.98,1168.47,1123.50,1298.38,1574.13,1318.33
20139,Kansas,-31.53,0.00,49.11,4.52,35.55,65.88,108.83,69.11,532.46,640.75,759.81,641.38,601.89,784.13,814.27,744.50
20141,Kansas,-123.36,0.00,104.79,-6.03,168.31,250.57,364.66,256.72,802.16,927.21,1099.20,935.14,957.98,1086.72,1353.92,1116.19
20143,Kansas,-48.37,0.00,65.54,4.06,655.95,596.53,670.36,628.80,627.68,777.12,916.10,771.71,1217.40,1285.40,1442.86,1304.13
20145,Kansas,-150.76,0.00,220.44,14.55,837.60,903.61,1070.14,925.11,1101.87,1269.23,1450.51,1267.91,1736.53,1966.79,2181.64,1956.29
20147,Kansas,-101.79,0.00,133.08,6.82,163.45,255.83,370.44,260.15,902.93,1071.66,1236.56,1067.18,1120.10,1272.11,1528.09,1293.28
20149,Kansas,-54.80,0.00,69.30,3.23,182.81,214.20,281.06,222.39,560.81,727.29,827.55,708.29,825.44,925.77,1098.03,940.40
20151,Kansas,-110.57,0.00,145.21,6.53,365.72,411.11,560.03,434.30,817.21,1008.48,1186.66,1000.61,1085.05,1231.14,1517.46,1260.17
20153,Kansas,-166.22,0.00,196.41,5.37,180.65,341.27,517.08,342.52,1162.69,1384.19,1541.04,1363.59,1387.63,1607.22,1855.48,1608.55
20155,Kansas,-68.10,0.00,79.31,1.68,207.12,299.19,422.97,304.88,483.41,616.66,844.35,636.19,891.73,1073.02,1300.29,1079.45
20157,Kansas,-94.68,0.00,91.60,-1.67,160.50,229.96,310.89,231.72,587.01,767.02,938.72,761.49,939.34,1068.72,1243.30,1076.16
20159,Kansas,-93.18,0.00,125.91,6.77,554.01,541.80,631.57,565.66,852.96,980.04,1148.07,986.51,1227.62,1372.94,1565.71,1380.00
20161,Kansas,-50.72,0.00,68.35,4.26,579.50,522.55,600.26,555.40,538.03,700.74,832.02,690.39,1104.90,1186.11,1334.90,1199.73
20163,Kansas,-81.82,0.00,110.22,6.27,705.87,687.97,768.58,711.19,924.19,1050.13,1187.85,1049.89,1472.95,1618.69,1875.21,1640.81
20165,Kansas,-139.84,0.00,190.00,10.33,-10.09,132.25,342.24,146.49,1121.29,1299.81,1457.15,1290.17,1219.22,1388.30,1575.68,1388.08
20167,Kansas,-61.19,0.00,83.69,5.37,100.78,158.36,236.47,163.03,916.96,1011.06,1127.43,1014.07,1103.07,1229.04,1335.56,1221.22
20169,Kansas,-43.34,0.00,64.12,4.75,115.35,159.91,224.66,164.22,574.21,686.51,849.94,696.29,906.29,1039.12,1122.88,1024.01
20171,Kansas,-151.98,0.00,191.59,7.40,167.58,338.81,507.31,335.19,1048.81,1194.67,1363.30,1195.97,1370.56,1542.91,1696.57,1533.28
20173,Kansas,-61.57,0.00,64.99,0.09,133.63,176.51,272.40,188.40,685.40,813.21,947.60,811.63,1001.59,1116.09,1248.06,1116.76
20175,Kansas,-178.19,0.00,204.77,3.55,65.88,259.27,543.83,277.58,1374.68,1546.80,1707.80,1538.62,1641.28,1867.77,1987.68,1835.40
20177,Kansas,-49.61,0.00,64.54,3.22,63.09,116.75,100.16,99.33,434.57,594.84,753.96,591.54,690.74,814.40,745.64,765.50
20179,Kansas,-224.28,0.00,216.27,-5.34,95.03,288.22,471.41,282.33,1026.85,1295.65,1496.33,1272.95,1235.44,1496.85,1702.17,1476.77
20181,Kansas,-208.99,0.00,238.52,3.97,26.05,170.70,403.72,189.35,937.36,1115.06,1130.33,1071.56,1135.91,1303.49,1331.24,1265.21
20183,Kansas,-94.25,0.00,121.27,5.68,119.98,209.10,320.82,213.42,860.79,1005.03,1153.70,1002.77,1028.11,1160.32,1408.33,1184.58
20185,Kansas,-71.73,0.00,110.69,8.15,197.65,310.14,480.22,321.59,668.63,801.01,966.53,805.44,952.26,1131.36,1469.20,1164.55
20189,Kansas,-121.38,0.00,184.50,13.02,537.44,672.38,903.35,691.85,1286.87,1402.29,1358.80,1359.76,1847.21,1973.00,1776.44,1890.21
20191,Kansas,-33.91,0.00,58.53,5.95,38.13,49.19,107.29,60.74,553.24,818.59,814.61,749.46,1012.85,1073.42,995.49,1038.04
20193,Kansas,-235.33,0.00,269.43,4.73,2.53,222.13,456.76,222.12,958.86,1169.00,1321.46,1150.02,1122.57,1345.15,1587.91,1344.29
20195,Kansas,-136.68,0.00,157.36,3.39,814.93,846.02,957.46,863.66,1097.21,1276.21,1455.67,1271.85,1772.77,2006.70,2280.30,2009.60
20197,Kansas,-4.26,0.00,73.89,17.44,388.68,376.47,402.02,385.84,514.63,663.92,787.50,655.27,1027.40,1050.77,1172.54,1072.90
20199,Kansas,-205.96,0.00,307.78,21.46,205.36,455.00,685.92,446.19,1135.99,1298.70,1324.46,1261.34,1462.64,1616.49,1641.19,1580.55
20201,Kansas,-57.47,0.00,71.75,3.48,233.63,274.45,324.17,276.38,554.23,681.26,854.91,690.24,1017.82,1114.64,1130.15,1092.67
20203,Kansas,-194.02,0.00,309.68,24.84,198.31,410.42,661.71,415.97,1146.96,1340.47,1429.02,1310.14,1468.11,1720.81,1954.42,1709.47
20205,Kansas,-29.61,0.00,42.56,3.15,131.92,55.01,213.96,112.89,462.58,582.19,688.88,576.81,563.22,820.32,758.73,739.43
20207,Kansas,-30.69,0.00,44.37,3.54,19.35,38.14,72.48,42.23,491.78,608.27,700.24,600.35,624.35,761.87,776.27,729.79
20209,Kansas,-37.22,0.00,12.99,-5.42,-8.16,22.25,64.76,25.57,431.27,612.20,727.66,593.75,813.61,882.05,827.24,850.91
24003,Maryland,-36.37,0.00,53.44,3.79,49.47,94.40,151.54,96.74,520.65,659.36,758.97,647.06,583.53,766.84,853.14,739.86
24005,Maryland,-48.51,0.00,58.33,1.86,264.86,282.66,400.43,306.00,432.72,565.83,675.45,557.48,822.57,892.12,1032.71,906.69
24011,Maryland,-38.64,0.00,47.10,1.42,29.40,77.13,171.20,87.34,388.07,473.52,656.38,494.68,280.02,422.54,676.51,446.33
24013,Maryland,-45.13,0.00,58.67,2.80,265.26,263.62,362.92,287.51,452.30,558.62,668.33,557.11,868.03,944.82,1018.12,941.38
24015,Maryland,-45.23,0.00,59.55,3.11,457.48,489.46,512.55,486.32,553.88,664.90,773.79,661.92,1028.20,1230.67,1148.98,1157.92
24017,Maryland,-19.81,0.00,37.94,4.06,40.94,15.01,78.00,36.62,312.22,514.98,619.90,487.75,338.49,477.28,572.11,463.92
24019,Maryland,-40.24,0.00,49.57,1.64,113.94,162.88,229.70,166.14,447.91,579.68,697.47,573.38,478.67,753.17,877.51,711.95
24021,Maryland,-43.63,0.00,39.99,-1.26,36.81,79.47,135.77,82.21,364.64,480.51,644.39,489.69,462.36,777.54,732.58,685.74
24025,Maryland,-46.47,0.00,59.28,2.66,422.99,458.40,519.39,463.44,483.39,599.00,711.65,595.81,873.65,937.33,1039.57,944.20
24027,Maryland,-38.48,0.00,49.79,2.53,241.86,294.32,348.00,293.71,446.42,567.88,674.16,561.86,754.53,815.06,946.44,830.03
24029,Maryland,-41.58,0.00,43.01,0.00,126.35,180.27,247.73,182.66,500.72,642.47,750.93,631.56,673.88,841.21,934.56,819.85
24031,Maryland,39.53,0.00,55.63,23.73,130.69,173.29,227.50,175.55,464.19,630.54,789.92,625.75,552.90,720.24,844.93,706.74
24033,Maryland,-35.20,0.00,70.37,8.06,110.87,151.67,203.40,153.57,323.00,407.94,556.59,421.37,503.33,623.33,726.88,616.70
24035,Maryland,-45.02,0.00,52.76,1.25,108.89,159.25,227.11,162.47,437.20,565.27,684.82,560.41,388.42,629.00,786.16,604.51
24037,Maryland,-26.32,0.00,40.49,2.99,76.63,109.38,157.51,112.37,470.83,599.63,672.94,583.41,563.20,634.35,734.67,639.13
24039,Maryland,-26.93,0.00,39.85,3.15,184.59,225.93,273.07,226.76,590.76,801.53,836.49,755.46,837.36,878.36,969.02,888.50
24041,Michigan,-33.84,0.00,31.98,-0.75,24.06,50.04,87.39,52.47,476.00,621.50,746.72,613.61,485.85,669.09,766.76,644.96
24043,Michigan,-46.98,0.00,60.50,2.97,275.53,333.99,387.35,331.74,452.32,569.87,672.79,564.06,738.13,793.03,924.33,809.48
24045,Michigan,-34.18,0.00,29.65,-1.56,124.64,174.54,192.57,165.90,454.56,538.08,690.50,552.39,429.02,548.71,721.08,558.61
24047,Michigan,-37.31,0.00,45.92,1.65,138.08,187.94,248.26,189.51,507.78,627.68,709.80,615.91,691.64,821.61,904.70,807.17
26005,Michigan,-61.35,0.00,77.54,-4.44,-11.88,44.17,198.86,59.62,219.59,266.52,414.08,283.65,290.88,381.08,484.62,372.12
26007,Michigan,-63.51,0.00,78.58,-4.99,391.97,471.13,589.98,469.77,157.34,225.71,333.21,225.67,670.74,689.58,879.05,726.75
26011,Michigan,-63.99,0.00,79.42,-4.97,84.74,153.36,243.15,149.10,206.30,299.66,387.71,285.93,397.09,465.04,548.65,459.59
26015,Michigan,-67.52,0.00,74.60,-7.39,218.43,280.38,369.70,278.46,269.06,340.74,464.02,343.15,637.51,711.30,752.53,693.85
26017,Michigan,-71.33,0.00,85.80,-6.18,116.68,201.57,318.01,197.55,200.20,325.54,477.32,314.92,567.01,641.96,733.94,635.89
26021,Michigan,-64.76,0.00,75.99,-6.05,145.10,224.75,299.65,212.99,326.84,351.08,536.22,385.27,599.27,684.46,805.26,681.34
26023,Michigan,-63.74,0.00,76.35,-5.60,-1.36,51.25,204.12,67.53,263.64,292.42,452.62,319.15,483.15,560.24,641.38,550.87
26025,Michigan,-61.40,0.00,75.25,-4.99,20.19,97.71,177.84,87.95,279.52,302.08,475.64,334.19,439.31,541.35,656.15,530.66
26027,Michigan,-62.92,0.00,71.83,-6.35,71.91,143.37,234.05,138.28,301.45,373.09,493.25,374.79,517.03,604.03,715.93,598.18
26035,Michigan,-59.90,0.00,88.04,-1.47,10.75,85.56,184.85,81.24,29.53,22.98,184.32,62.92,105.01,171.18,337.88,185.71
26037,Michigan,-65.80,0.00,81.88,-5.06,105.96,189.52,287.78,181.76,257.39,354.59,494.43,351.51,506.77,606.22,749.13,603.02
26045,Michigan,-69.85,0.00,81.24,-6.70,77.67,178.16,289.13,167.15,261.91,350.95,485.05,349.52,530.29,637.53,748.10,623.96
26049,Michigan,-61.60,0.00,77.42,-4.56,305.76,336.53,405.59,341.32,272.18,348.13,505.93,357.01,704.77,753.44,884.39,766.07
26051,Michigan,-54.70,0.00,75.36,-2.51,173.51,260.81,405.53,262.49,85.77,157.07,310.55,166.65,422.15,459.29,624.98,484.23
26057,Michigan,-69.41,0.00,85.88,-5.45,11.12,87.26,189.86,83.23,228.82,347.97,493.56,338.18,452.46,524.30,631.01,522.80
26059,Michigan,-65.04,0.00,75.03,-6.38,59.53,144.16,220.70,130.95,116.91,234.86,395.33,228.97,430.71,513.36,620.13,507.91
26063,Michigan,-71.56,0.00,88.09,-5.73,115.79,194.39,285.93,186.88,214.80,313.17,468.83,313.34,407.28,520.59,648.88,508.91
26065,Michigan,-82.50,0.00,94.30,-8.29,170.59,242.52,324.33,235.19,254.91,405.73,573.77,389.55,473.74,629.39,771.42,605.39
26067,Michigan,-74.24,0.00,84.03,-7.65,54.10,131.81,237.41,127.90,199.81,291.75,427.27,289.59,420.90,506.75,658.98,510.71
26069,Michigan,-59.81,0.00,75.24,-4.41,116.42,182.09,274.56,179.54,197.11,282.75,380.21,274.04,461.68,478.00,578.90,495.49
26073,Michigan,-67.53,0.00,83.99,-5.21,99.15,181.23,292.32,177.00,145.87,230.01,377.88,233.58,426.16,480.91,601.98,489.01
26075,Michigan,-57.74,0.00,72.10,-4.39,69.54,136.70,248.32,138.06,108.37,199.73,379.91,208.17,440.19,473.96,623.95,496.48
26077,Michigan,-64.97,0.00,79.86,-5.23,157.60,208.68,293.68,209.74,279.00,305.05,508.02,342.72,572.17,654.88,785.45,654.95
26081,Michigan,-67.60,0.00,79.51,-6.28,186.80,248.67,345.95,248.63,191.75,235.23,402.06,258.11,501.13,547.04,693.16,564.21
26087,Michigan,-62.94,0.00,77.12,-5.12,280.08,299.76,380.79,311.40,260.32,372.33,511.16,363.58,632.25,719.77,851.88,718.44
26091,Michigan,-68.03,0.00,81.45,-5.98,153.64,225.02,287.88,213.48,344.57,441.55,566.36,435.05,573.20,664.25,779.19,657.62
26093,Michigan,-73.51,0.00,87.54,-6.57,372.49,433.23,501.62,426.88,269.23,410.20,589.32,400.21,691.00,830.88,1047.45,830.00
26099,Michigan,-64.29,0.00,80.22,-4.89,555.53,567.51,610.42,573.10,326.48,442.32,578.55,431.56,874.19,958.74,1056.40,950.48
26105,Michigan,-65.94,0.00,80.06,-5.54,354.99,438.50,538.21,431.10,165.10,262.12,459.78,272.55,568.19,692.82,914.12,698.63
26107,Michigan,-72.36,0.00,70.81,-10.04,111.80,194.57,307.91,190.61,49.58,114.12,264.67,125.50,320.62,378.10,533.43,393.17
26111,Michigan,-65.46,0.00,84.27,-4.38,323.14,394.45,508.05,394.75,202.95,308.84,486.12,311.28,736.44,783.26,883.60,789.45
26115,Michigan,-67.05,0.00,85.43,-4.70,35.93,144.06,303.18,141.46,296.76,357.63,525.49,374.38,583.98,719.75,672.60,659.03
26117,Michigan,-67.42,0.00,86.24,-4.64,95.23,172.09,267.84,166.20,125.26,215.47,382.29,221.22,276.97,355.48,529.17,367.12
26119,Michigan,-69.92,0.00,82.43,-6.45,358.41,450.38,586.68,448.39,-36.54,16.54,154.59,29.21,393.82,476.74,656.09,488.08
26121,Michigan,-57.48,0.00,75.84,-3.42,22.41,95.03,188.33,90.12,132.92,227.40,417.99,237.12,262.77,360.62,551.14,369.09
26123,Michigan,-54.38,0.00,64.21,-4.99,181.34,268.64,379.11,262.35,83.23,151.48,307.94,162.87,323.17,407.38,587.03,418.32
26125,Michigan,-34.94,0.00,74.04,4.42,138.73,194.54,268.08,191.20,293.57,392.91,548.64,392.73,461.89,570.19,682.57,556.65
26127,Michigan,-46.86,0.00,74.35,0.13,122.67,217.95,341.98,211.89,85.05,143.56,304.76,159.62,255.61,356.70,581.69,372.00
26129,Michigan,-62.00,0.00,79.36,-4.26,83.02,148.79,232.45,144.15,32.46,102.60,179.35,94.75,193.03,260.14,392.19,266.27
26139,Michigan,-62.39,0.00,81.11,-3.99,29.83,89.69,177.38,88.16,135.23,253.55,424.54,249.97,277.44,389.57,549.08,385.59
26141,Michigan,-68.38,0.00,67.72,-9.30,342.74,421.22,529.75,417.71,127.10,192.05,323.90,198.92,662.37,683.31,881.54,721.76
26145,Michigan,-69.16,0.00,83.45,-5.93,108.64,185.87,212.67,163.80,255.43,385.85,532.52,372.18,469.88,578.42,666.82,559.21
26147,Michigan,-67.11,0.00,80.17,-5.94,210.67,270.14,354.01,267.86,339.40,463.02,585.32,446.17,731.00,826.53,873.80,802.52
26149,Michigan,-61.50,0.00,80.26,-3.86,-77.21,10.92,107.53,1.10,82.04,178.20,375.10,188.77,170.39,249.50,417.84,259.68
26151,Michigan,-69.31,0.00,82.52,-6.20,97.87,170.91,257.17,164.21,255.38,382.98,532.71,371.05,443.73,574.91,692.03,554.08
26155,Michigan,-64.32,0.00,79.89,-4.98,105.69,179.63,279.71,175.82,274.71,389.79,524.87,379.04,548.10,650.09,760.49,638.40
26157,Michigan,-71.37,0.00,85.88,-6.17,151.65,217.92,322.10,217.87,249.86,383.60,544.83,372.10,509.98,623.61,758.57,613.37
26159,Michigan,-54.46,0.00,73.83,-2.78,50.73,127.70,228.45,122.93,116.97,202.23,382.47,212.92,402.14,446.76,617.28,470.08
26161,Michigan,-60.73,0.00,75.72,-4.64,166.20,224.02,307.57,222.27,283.85,305.77,504.07,343.87,578.05,641.11,770.45,648.09
26163,Michigan,-56.18,0.00,70.41,-4.20,15.39,91.66,158.42,79.24,236.97,276.53,493.90,312.61,309.40,399.50,545.73,400.50
,,,,,,,,,,,,,,,,,
27011,Minnesota,-77.34,0.00,107.70,-28.88,216.16,319.36,431.90,280.83,-41.61,86.51,292.13,38.67,250.23,392.67,624.19,339.48
27013,Minnesota,-71.74,0.00,97.09,-26.79,29.57,113.61,215.63,82.23,11.05,168.90,369.07,109.96,112.41,286.38,492.47,221.42
27015,Minnesota,-50.47,0.00,96.40,-18.85,61.18,146.27,256.12,114.50,25.82,176.71,376.05,120.37,157.20,330.73,538.18,265.94
27019,Minnesota,-60.68,0.00,99.14,-22.66,428.12,383.08,440.88,399.90,8.45,147.67,357.85,95.68,540.44,660.55,750.00,615.70
27023,Minnesota,-78.10,0.00,113.67,-29.16,207.65,313.10,427.32,273.73,73.83,246.93,435.54,182.30,376.09,556.95,785.72,489.42
,,,,,,,,,,,,,,,,,
27033,Minnesota,-53.99,0.00,97.11,-20.16,54.49,140.20,251.24,108.20,7.09,152.49,359.21,98.19,131.67,299.69,515.86,236.95
27037,Minnesota,-82.46,0.00,103.32,-30.79,289.15,385.20,399.44,349.34,-0.86,175.55,387.75,109.68,328.96,536.49,767.64,459.00
,,,,,,,,,,,,,,,,,
27043,Minnesota,-79.06,0.00,96.41,-29.52,58.29,142.58,244.18,111.11,12.20,169.66,371.76,110.86,136.60,313.86,515.65,247.68
,,,,,,,,,,,,,,,,,
27047,Minnesota,-74.53,0.00,90.88,-27.83,38.02,117.06,212.84,87.55,-39.91,98.96,289.55,47.10,62.48,213.30,414.21,156.99
,,,,,,,,,,,,,,,,,
27053,Minnesota,-50.58,0.00,86.66,-18.89,247.58,238.40,258.22,241.83,41.72,163.48,342.40,118.02,349.02,353.94,534.44,352.10
27055,Minnesota,-76.53,0.00,94.00,-28.57,383.55,469.32,615.65,437.30,-5.10,158.84,360.05,97.63,450.48,583.34,847.18,533.73
27063,Minnesota,-73.09,0.00,95.41,-27.29,67.15,152.48,260.26,120.62,74.85,214.72,376.80,162.49,222.85,379.80,546.48,321.20
27067,Minnesota,-50.26,0.00,89.11,-18.77,68.89,162.17,279.49,127.34,-57.91,53.85,257.74,12.12,94.76,238.87,456.19,185.06
27073,Minnesota,-71.41,0.00,109.27,-26.66,46.65,143.27,265.07,107.19,96.35,250.65,436.15,193.03,232.32,401.05,581.39,338.05
27079,Minnesota,-56.34,0.00,96.13,-21.04,223.00,323.28,445.36,285.84,-11.43,124.29,332.60,73.62,269.33,446.41,664.09,380.29
27081,Minnesota,-67.19,0.00,103.97,-25.09,137.26,232.57,348.35,196.98,-82.77,28.15,254.68,-13.27,112.90,264.52,493.66,207.91
27083,Minnesota,-75.88,0.00,102.66,-28.33,46.02,139.37,255.04,104.52,86.42,232.16,406.82,177.74,218.59,376.50,552.30,317.54
27085,Minnesota,-59.98,0.00,97.04,-22.40,226.17,323.73,442.95,287.30,8.83,154.32,360.01,100.00,301.81,477.66,713.32,412.00
27091,Minnesota,-53.47,0.00,93.15,-19.96,31.65,113.68,214.24,83.05,17.81,160.34,357.34,107.12,115.99,277.65,484.93,217.29
27093,Minnesota,-53.99,0.00,98.20,-20.16,304.50,390.44,516.22,358.35,37.43,172.11,350.61,121.82,447.49,578.03,799.94,529.29
,,,,,,,,,,,,,,,,,
27101,Minnesota,-67.93,0.00,99.50,-25.36,114.84,210.19,326.73,174.59,54.70,197.39,368.97,144.11,254.65,418.00,607.24,357.01
27103,Minnesota,-70.84,0.00,99.79,-26.45,127.63,222.59,337.21,187.13,16.22,177.42,383.70,117.23,215.44,405.78,620.62,334.71
27105,Minnesota,-55.68,0.00,99.10,-20.79,42.01,128.41,234.12,96.15,107.01,257.03,417.40,201.02,236.84,398.65,555.79,338.23
,,,,,,,,,,,,,,,,,
27117,Minnesota,-82.93,0.00,106.09,-30.97,158.91,255.16,368.67,219.22,63.94,224.71,401.35,164.68,311.83,489.26,713.86,423.01
27127,Minnesota,-59.98,0.00,100.25,-22.40,26.42,112.37,224.41,80.28,24.15,181.53,391.77,122.76,126.53,300.11,514.69,235.30
27129,Minnesota,-85.35,0.00,106.68,-31.87,3.52,94.22,210.95,60.35,79.78,239.65,423.12,179.96,172.69,341.02,525.21,278.17
27131,Minnesota,-74.76,0.00,96.26,-27.91,175.47,270.47,384.93,235.00,-99.86,23.47,257.16,-22.58,121.76,285.53,529.16,224.38
27133,Minnesota,-97.56,0.00,117.86,-36.43,104.07,209.02,330.90,169.83,145.56,344.39,525.99,270.15,347.00,559.48,790.79,480.15
27139,Minnesota,-55.02,0.00,95.60,-20.54,496.59,404.67,463.13,438.99,30.62,167.28,364.82,116.25,580.88,686.56,848.39,647.09
,,,,,,,,,,,,,,,,,
27143,Minnesota,-59.00,0.00,99.06,-22.03,66.61,157.48,272.44,123.55,9.56,160.80,368.88,104.33,152.57,326.19,549.28,261.36
27147,Minnesota,-78.16,0.00,95.74,-29.19,120.93,210.40,316.39,176.99,-91.07,58.19,279.92,2.46,92.81,265.23,492.24,200.85
27151,Minnesota,-78.31,0.00,112.58,-29.24,12.83,110.34,230.54,73.93,16.40,160.31,367.77,106.57,101.64,270.12,478.41,207.21
,,,,,,,,,,,,,,,,,
27157,Minnesota,-87.25,0.00,105.45,-32.58,342.16,442.83,588.42,405.24,-112.48,63.36,300.77,-2.30,280.27,497.66,814.26,416.49
,,,,,,,,,,,,,,,,,
27163,Minnesota,-72.13,0.00,91.96,-26.93,163.95,197.36,257.82,184.88,-26.21,120.40,319.82,65.66,318.20,360.93,551.91,344.97
27165,Minnesota,-58.37,0.00,97.23,-21.79,46.22,131.26,236.42,99.51,28.19,184.84,386.43,126.35,144.43,321.90,529.10,255.63
,,,,,,,,,,,,,,,,,
27171,Minnesota,-47.59,0.00,89.51,-17.77,173.08,245.53,333.92,218.48,-0.48,99.28,278.50,62.03,263.71,330.20,524.78,305.37
27173,Minnesota,-54.54,0.00,106.27,-20.37,58.47,154.68,274.20,118.76,94.14,244.09,425.02,188.10,240.62,404.07,583.63,343.04
29001,Missouri,-47.13,0.00,59.82,2.51,112.14,131.82,224.03,148.79,356.89,525.05,646.86,510.76,702.47,787.98,737.90,753.06
29003,Missouri,-49.68,0.00,62.34,2.58,320.97,367.60,397.67,362.57,457.16,624.40,709.41,601.47,778.77,874.75,1042.94,889.31
29005,Missouri,-65.49,0.00,82.81,3.46,103.05,169.99,252.86,172.80,475.93,664.75,774.53,642.20,679.70,803.06,948.96,805.49
29007,Missouri,-46.94,0.00,61.12,2.99,132.32,103.79,265.80,149.84,431.74,606.75,710.08,586.27,732.67,824.14,797.61,793.39
29009,Missouri,-40.09,0.00,46.28,1.16,99.33,143.77,201.48,146.30,557.93,719.54,797.37,696.14,651.80,760.49,820.04,746.05
29011,Missouri,-37.06,0.00,51.99,3.32,88.70,127.72,173.46,128.82,586.29,728.27,809.54,710.68,717.94,839.46,935.44,830.37
29013,Missouri,-39.36,0.00,52.58,3.02,174.86,215.64,266.45,217.48,524.58,667.23,758.84,652.19,803.21,894.03,848.60,858.95
29015,Missouri,-40.37,0.00,55.37,3.35,285.56,318.14,404.60,330.32,388.97,524.25,650.26,519.49,914.67,983.44,1055.20,981.73
29017,Missouri,-44.08,0.00,59.74,3.25,192.07,223.99,263.21,225.01,457.59,593.16,703.69,584.29,681.42,978.82,859.31,873.23
29019,Missouri,-46.13,0.00,60.14,3.03,245.13,296.51,345.45,295.00,532.83,654.80,761.72,648.61,871.71,961.18,884.12,918.68
29021,Missouri,-51.02,0.00,64.14,2.71,265.07,315.23,354.51,311.64,486.95,670.01,739.81,639.39,787.83,878.86,1037.19,892.36
29023,Missouri,-51.32,0.00,67.23,3.21,86.64,141.73,213.47,144.81,491.02,667.19,761.26,643.96,717.99,814.09,921.39,814.06
29025,Missouri,-42.61,0.00,54.56,2.60,104.21,151.21,215.12,154.66,437.67,573.55,667.48,560.88,674.57,747.48,803.42,741.37
29027,Missouri,-48.67,0.00,63.07,3.06,373.12,400.32,448.40,404.51,502.91,640.16,736.79,627.63,912.85,989.30,1135.14,1003.31
29031,Missouri,-49.36,0.00,67.96,3.91,317.02,373.39,406.26,366.46,463.63,632.30,732.38,612.51,847.99,969.55,1046.95,955.67
29033,Missouri,-47.69,0.00,60.33,2.65,68.67,115.02,175.52,117.84,467.38,618.25,711.98,601.62,656.15,754.42,833.69,747.41
29037,Missouri,-42.32,0.00,55.72,2.94,91.18,43.25,107.26,70.97,430.65,600.59,707.52,582.35,513.20,662.54,749.57,644.65
29039,Missouri,-37.15,0.00,49.78,2.82,181.00,225.98,272.59,225.65,538.12,680.02,765.18,663.52,821.94,906.47,865.18,873.87
29041,Missouri,-46.32,0.00,59.08,2.63,314.55,352.85,403.68,354.90,453.45,600.87,701.61,586.75,827.51,915.54,1070.04,928.75
29045,Missouri,-48.45,0.00,62.11,2.82,129.07,182.19,255.74,186.23,393.28,530.48,642.23,521.71,656.74,731.57,852.15,740.35
29047,Missouri,-44.95,0.00,56.86,2.63,429.45,461.94,488.64,459.68,488.06,646.18,725.93,624.42,845.80,930.91,1094.99,947.30
